label,img_filepath,r_mean,g_mean,b_mean,variance_r,variance_g,variance_b,skew_r,skew_g,skew_b,kurtosis_r,kurtosis_g,kurtosis_b,entropy_r,entropy_g,entropy_b,major_axis,minor_axis,area,perimeter,roundness,aspect_ratio
Arborio,../data/Arborio/Arborio (2520).jpg,148.02072094163805,148.54928886709172,151.18072584600293,8702.762321991278,8766.923637306943,9013.414125809588,-0.8668648579591841,-0.864800793464545,-0.8673865410629235,1.8766312042499864,1.8750918028191468,1.877872448006124,8.684656841260137,8.684939729396657,8.689033884679054,149.392822265625,72.34103393554688,8318.5,387.0609630346298,0.6977440460862194,2.0651187042575083
Arborio,../data/Arborio/Arborio (6955).jpg,150.10006949270326,149.39207783182766,155.2090340514246,11168.683523275224,11084.331750998808,11809.261655703496,-0.6693733609039297,-0.6656862659362007,-0.6777857259323283,1.5092395761303017,1.5086805098973233,1.5117571484946046,8.486906100120912,8.486317275793274,8.493361451348221,139.03562927246094,68.61104583740234,7350.0,360.04877042770386,0.7124830531368219,2.0264321520758344
Arborio,../data/Arborio/Arborio (1675).jpg,155.62601238685087,155.95839288550104,161.82277274892806,7489.772313668577,7522.561076534223,7950.276356104146,-1.182697208370484,-1.1806447420358017,-1.1912907677242366,2.480246426050665,2.4780878498563768,2.4914368247970735,8.485453864750555,8.485693038006398,8.4938490310385,127.41350555419922,64.67269134521484,6439.0,333.22034335136414,0.7287276933150303,1.9701283942875
Arborio,../data/Arborio/Arborio (13694).jpg,161.86188837348496,162.19257818345054,171.44171779141104,6479.542349688571,6507.019475067768,7166.989682639496,-1.4408589070028799,-1.441341941775309,-1.4454410590110398,3.166840994520959,3.167102368896202,3.175417593064542,8.594358836524897,8.594281144281831,8.599638929164053,133.90792846679688,65.54534149169922,6827.0,343.8477599620819,0.7256168647632392,2.0429816279735946
Arborio,../data/Arborio/Arborio (14268).jpg,203.78543619322278,202.87642393655372,208.08536409516944,3520.5339191139883,3499.4951831742787,3561.891775696563,-2.7476126637328737,-2.742822984840124,-2.7732229454605197,9.586775247140547,9.565910622485799,9.693193765342665,8.769383751408185,8.76908139978639,8.773490379419709,129.7570343017578,70.97918701171875,7073.0,340.1320307254791,0.768278107852996,1.8280997538100114
Arborio,../data/Arborio/Arborio (7418).jpg,166.54556631320116,166.3067465806055,169.34424465959736,11647.980826738609,11620.465611468439,11932.960641149915,-0.8539933928296266,-0.8527498286983147,-0.8595089936833681,1.7765759783103265,1.7757665362102675,1.7802085894495572,8.437273575901203,8.437244501111564,8.442371020370349,132.88153076171875,65.31510162353516,6653.0,342.8771975040436,0.7111319306879383,2.0344687133402117
Arborio,../data/Arborio/Arborio (4327).jpg,145.90049751243782,146.17512437810944,151.09395877754088,11294.304811408487,11332.77416443016,12001.0079450246,-0.613136882692143,-0.6120751828939777,-0.6160242821358841,1.4131223555388386,1.4130270924140875,1.4148486369790696,8.4397825969161,8.440431779078754,8.446423313495902,135.5715789794922,70.02435302734375,7188.5,357.4629839658737,0.7069455878950237,1.9360632853909119
Arborio,../data/Arborio/Arborio (9594).jpg,162.31893687707642,161.71998101566209,166.1502135738016,8974.063443008354,8913.881959563,9287.5422199354,-1.0648431748096205,-1.064768658855933,-1.0721680742245903,2.2252561714631853,2.2245690518578463,2.234351237814102,8.75386961969755,8.753613653366152,8.759630079248716,150.99508666992188,74.05618286132812,8592.5,391.88939011096954,0.7030761946264462,2.0389261346708025
Arborio,../data/Arborio/Arborio (11680).jpg,195.91759346107463,196.04073428915984,203.63164947072224,4534.661171107941,4563.739195601781,4729.450677260487,-2.3177892613675493,-2.3051969503461924,-2.3451840104785973,6.876359910809987,6.83570811683535,6.964974662115097,8.813735599079848,8.813166900966802,8.819938608035528,139.88226318359375,71.01908874511719,7619.5,367.6051193475723,0.708554459504013,1.9696431713679394
Arborio,../data/Arborio/Arborio (2820).jpg,204.70977151191056,205.63988818667963,208.53159941662616,3786.8224276094365,3814.1536204055824,3840.312443382557,-2.766959520629114,-2.7637605215926624,-2.7747121502726007,9.19061941751021,9.17625074263116,9.232402012688322,8.934929437317054,8.935400005550274,8.938464016504103,146.1689453125,74.43797302246094,8391.0,386.81832242012024,0.7047085016253007,1.9636341423267254
Arborio,../data/Arborio/Arborio (12168).jpg,128.2534468289174,128.45749910082725,130.7834791991368,11364.69490629465,11411.929766626456,11725.192058917833,-0.33985487390086944,-0.3380098741175686,-0.3425664404742195,1.1540691479161058,1.154763750447956,1.1540709196468781,8.511856835348166,8.511531116481946,8.518198886245171,152.83262634277344,71.93061828613281,8511.5,390.634556889534,0.700929999191827,2.1247228229683848
Arborio,../data/Arborio/Arborio (6943).jpg,174.93162947586922,175.16268811624286,182.52633627400104,5266.212372695093,5282.959002218764,5572.986981543381,-1.8216552511204716,-1.8218907387888528,-1.8217371799762585,4.645831453957288,4.64526043559815,4.650587424072562,8.800329088746984,8.800178293391852,8.808625763546548,150.4518585205078,67.47517395019531,7866.5,379.88939011096954,0.6849787242185867,2.2297365047411235
Arborio,../data/Arborio/Arborio (9130).jpg,191.65269896697222,192.33289684271787,196.7193365342645,4503.516076303531,4540.598913432833,4616.038353000815,-2.2863521393246415,-2.282896083750907,-2.3072270654016322,6.675362596536844,6.664577615622345,6.737621987343503,8.727132550616613,8.72703182259814,8.73247389692322,129.14315795898438,70.13412475585938,7014.5,341.74725472927094,0.754738517576426,1.841374058755828
Arborio,../data/Arborio/Arborio (1518).jpg,115.9944969905417,115.93258813413586,119.62957867583835,10595.834535495047,10597.394595795111,11161.017732152666,-0.20033094998002954,-0.1983934109675447,-0.2031511688975958,1.0883127162824797,1.089582880087241,1.08795950252157,8.096850039964725,8.096260956968445,8.105369213370924,139.816162109375,55.00806427001953,5963.5,340.83556735515594,0.6450914271957942,2.5417393606700234
Arborio,../data/Arborio/Arborio (14830).jpg,165.58256939961265,166.1239509360878,170.16410587475792,8171.109547691278,8225.386056436586,8527.038401734433,-1.2229890817189482,-1.2210964431376155,-1.2291719929130862,2.575286573284461,2.5731295101826337,2.583963137461822,8.701705517602768,8.701904906073574,8.706908183724138,143.28921508789062,71.77845001220703,7897.0,368.1320307254791,0.7322591193550214,1.9962706782261541
Arborio,../data/Arborio/Arborio (14446).jpg,156.22783815634412,156.66177818515123,160.8406442320283,8071.15982213015,8116.979360095882,8487.847199689719,-1.0918099501905656,-1.088617993338775,-1.095898697024344,2.2893759093017714,2.286554134548717,2.2944124705370843,8.66457141127022,8.664997203404454,8.668093429664129,144.63465881347656,69.29725646972656,7793.0,370.3330411911011,0.7140516335193834,2.0871628428271496
Arborio,../data/Arborio/Arborio (3201).jpg,128.7640625,129.28541666666666,133.2765625,10814.353534884982,10883.400134548612,11466.917436794707,-0.40260498904106645,-0.4021039406294938,-0.40663583959862504,1.19825202105947,1.1985905831080452,1.197394902590912,8.163049764619746,8.16491207117846,8.171515461477389,122.27861022949219,63.61838912963867,5901.0,313.82337474823,0.7529478577012347,1.922063917404736
Arborio,../data/Arborio/Arborio (7800).jpg,152.897382471676,153.30095064461517,157.62794634718063,10195.899614192951,10257.139667021785,10708.970965322813,-0.8099489376670334,-0.8078912489432154,-0.816311720639815,1.7098674227895698,1.7086936854920083,1.714381439536083,8.591868626404962,8.591926403122491,8.598645082710323,138.53768920898438,72.76185607910156,7835.5,362.634556889534,0.7487523599182786,1.9039878402548716
Arborio,../data/Arborio/Arborio (3245).jpg,137.85351916376305,138.33282229965158,141.2802787456446,10928.528369148587,11008.509995867378,11409.580398528573,-0.5312843413809802,-0.5302138182991691,-0.5345475471524306,1.3281541756710817,1.328186902508357,1.3287617882725888,8.428129295285181,8.428079993841756,8.432672653577825,133.9119873046875,71.75098419189453,7331.0,351.2792184352875,0.7465659319283697,1.8663435604805974
Arborio,../data/Arborio/Arborio (7856).jpg,175.34862637362636,175.19532967032967,183.75137362637363,7334.691921190074,7326.563494671537,7923.208514596668,-1.4684044956584572,-1.4664182481472001,-1.4734469850159853,3.302962593450512,3.2994103651531814,3.3132003355785775,8.686573139422581,8.686608104876953,8.692725972477323,132.84571838378906,71.99858856201172,7427.5,350.43354642391205,0.7600482737128955,1.8451155923615123
Arborio,../data/Arborio/Arborio (12801).jpg,155.204245043213,155.70678698525674,157.9261565836299,11049.442651018755,11128.745114079182,11330.808349895156,-0.7597015074440808,-0.7582826321320447,-0.7637684277531664,1.6272225950587502,1.6264286430709227,1.6298682489835847,8.59961414224637,8.599478614371154,8.605708138134137,142.66232299804688,73.06500244140625,8029.0,377.0193328857422,0.7098132151292047,1.9525397691248079
Arborio,../data/Arborio/Arborio (8532).jpg,190.32457691336197,192.1884314220763,200.37648396059612,1276.3760845330464,1315.920290517588,1358.7646755889698,-3.9570235681152033,-3.9103205475628484,-3.9708496292878084,21.13802315542272,20.824275243162642,21.222493637409528,8.947074896008882,8.946747774344997,8.949286778072537,136.3516845703125,76.2470932006836,8069.5,362.57568180561066,0.7713636076382467,1.7882869870387406
Arborio,../data/Arborio/Arborio (9862).jpg,206.9611634968835,206.82291833146874,205.9525331628576,2818.4045968882438,2820.40207663597,2712.144942040813,-3.1979606880874023,-3.189678114669304,-3.3127917464237977,12.368525502399821,12.32772314338506,12.900401031503437,8.68376610712576,8.683672540585206,8.68528473383929,129.28028869628906,64.24413299560547,6394.0,330.67618703842163,0.7348126996081544,2.0123283273996755
Arborio,../data/Arborio/Arborio (4128).jpg,164.23642981484412,164.3799651843646,172.0166165532521,6540.464436438776,6547.1737147637805,7061.74256294697,-1.4596908213248614,-1.459194460325918,-1.467035254445561,3.253614998946812,3.252510412403572,3.268002229057026,8.540545095131774,8.540964782830132,8.546488877931218,126.2713394165039,66.41480255126953,6460.0,332.8771975040436,0.7326124403716585,1.9012529521416186
Arborio,../data/Arborio/Arborio (8139).jpg,146.9047743623283,148.71079136690648,153.23688685415303,11075.118989631887,11348.274370138945,11923.012426148742,-0.6411769388269384,-0.6399253850475375,-0.6463632235979344,1.457299697579605,1.456896001307889,1.4595530004787627,8.535060807210874,8.535456296900582,8.541856104630233,142.2692108154297,70.96022033691406,7805.5,373.9482651948929,0.7014351842716856,2.0049150092818993
Arborio,../data/Arborio/Arborio (4852).jpg,131.84889416654298,132.25174409974767,135.95665726584534,11887.51642782567,11959.100050765448,12524.205929036905,-0.35366888997931806,-0.352341193080083,-0.3572883878639638,1.1614860048828028,1.1620306808393253,1.160805622815356,8.300801953579615,8.301381583485686,8.308584952222182,134.4436798095703,66.23919677734375,6887.0,344.2497808933258,0.7302853726784743,2.029669536324375
Arborio,../data/Arborio/Arborio (9311).jpg,175.22754161507774,175.86724446278717,180.8570642454258,5297.679962328885,5344.205928037775,5525.345506913055,-1.820081546536569,-1.8174421549630164,-1.8425165321101071,4.637565200675401,4.630856604917539,4.690707595598542,8.740360788880329,8.740125879931712,8.745447108598867,138.49307250976562,69.27820587158203,7419.5,359.74725472927094,0.7204262458904873,1.9990857264185529
Arborio,../data/Arborio/Arborio (8182).jpg,119.01769911504425,118.97362151123212,122.63257317903336,12139.08988415453,12137.618262650485,12823.133717749073,-0.12335029581696437,-0.12208693827119928,-0.12451027842065243,1.0513577980086963,1.0525993861088507,1.0506356909358336,8.068952769885849,8.068650246942756,8.073860068966722,134.44171142578125,58.20409393310547,6022.5,330.20815074443817,0.6940825000170664,2.309832562298735
Arborio,../data/Arborio/Arborio (8155).jpg,141.50688566013898,141.58092229943145,147.7591914087176,11028.6550062832,11030.091588031233,11922.03550458939,-0.5702776964999793,-0.5698369328386476,-0.5712028347687064,1.3690134594332073,1.3688009921335202,1.3702638159699974,8.545663376726738,8.54677616325044,8.55225976867937,142.0540008544922,75.48096466064453,8077.5,369.66399443149567,0.7428010803280056,1.881984437972592
Arborio,../data/Arborio/Arborio (1976).jpg,111.93583776595744,110.85505319148936,112.24684175531915,12509.324008207723,12308.168817550362,12526.35080452017,0.04607725380190728,0.04688099399422896,0.03907079914439361,1.0730188629458828,1.0738257310561832,1.064963739448696,8.0214453732036,8.017636252698145,8.023772630916492,142.2826385498047,57.46143341064453,6168.5,341.37972366809845,0.6651414120192499,2.4761414761965774
Arborio,../data/Arborio/Arborio (12910).jpg,119.27796569219618,120.58891036482242,126.38668760570187,11199.726673223273,11444.382708621828,12483.69572517204,-0.21482720294440935,-0.21372500389792842,-0.2190727816254563,1.0852533682397116,1.0861971790378984,1.0831702105823684,8.444926697340993,8.445544244661605,8.451031035656255,152.8621826171875,71.60829162597656,8447.0,382.2497808933258,0.726470306703368,2.1346994760832327
Arborio,../data/Arborio/Arborio (13550).jpg,173.56373043917213,173.1625441696113,175.42857142857142,8293.637659783975,8260.74768338081,8406.239092810269,-1.3132040585210336,-1.312655307371969,-1.3162961542745506,2.8165780571248176,2.8155564062854954,2.82222525347214,8.74211784816245,8.74188860258295,8.74557282301908,148.1712646484375,70.16722106933594,8080.5,375.88939011096954,0.7186674310619038,2.1116877993788816
Arborio,../data/Arborio/Arborio (13091).jpg,140.17578302315025,139.76395823876533,142.7885837494326,10797.280834327865,10741.067071395442,11112.14538487576,-0.5617575502660859,-0.5608931734466162,-0.565801835213641,1.3635735428121407,1.363355376516387,1.3650951511889058,8.65684526054462,8.656587052987293,8.662121417215486,151.73297119140625,77.7524642944336,8983.0,399.50461411476135,0.7072739530334328,1.9514876160943624
Arborio,../data/Arborio/Arborio (1242).jpg,196.71770268391043,197.6844666944792,199.82505910165486,1513.6143702473005,1530.1411562967285,1527.7535703448593,-3.878927209912075,-3.860386724192357,-3.9047106309816613,19.325193830326036,19.2065649302102,19.47858016680468,8.84725440106731,8.847331024281289,8.84856558814098,142.86721801757812,66.31560516357422,7339.5,359.88939011096954,0.7120955175337006,2.1543529259090906
Arborio,../data/Arborio/Arborio (2150).jpg,179.24565822616995,181.04043484024925,186.84528702107914,5180.598673645354,5288.985107699023,5502.058126733873,-1.9210895459955337,-1.9118815509140974,-1.9498718680274807,5.014007988932364,4.9930810319773204,5.081952942317892,8.786753594601244,8.787061203883098,8.791677100264394,139.57183837890625,70.97478485107422,7690.5,357.88939011096954,0.7545131153269623,1.9664989287641892
Arborio,../data/Arborio/Arborio (11342).jpg,201.4369846878681,201.57620730270907,207.9789163722026,3827.881835902004,3835.4253467461895,3924.9485543027827,-2.624260830902436,-2.622801543508321,-2.6927597578125124,8.663953933399235,8.655308921060634,8.916341514695697,8.963238524642682,8.963216717793749,8.967855847725751,146.315673828125,76.62592315673828,8652.5,387.0609630346298,0.7257594949523368,1.9094800793308078
Arborio,../data/Arborio/Arborio (12125).jpg,137.6311274509804,137.67374727668846,139.42347494553377,9979.809330646067,9987.100258506936,10160.448936944364,-0.6045207421089133,-0.604411159194761,-0.6083464866868361,1.4295055079882657,1.4292956645434438,1.4306529314876741,8.486633783462867,8.486637098915963,8.492165324828772,136.03652954101562,71.4522933959961,7501.0,359.90663504600525,0.7276948865640254,1.9038791209553896
Arborio,../data/Arborio/Arborio (6392).jpg,212.4407910701286,211.572433875273,217.06952196068914,1713.7803453096606,1706.5199292618856,1736.5526770100128,-4.059829660861928,-4.050405016921898,-4.086333408786003,20.686260872425905,20.619770065290282,20.860814630768026,8.983962767150825,8.983777590703458,8.985742282174707,147.3235626220703,73.9140853881836,8397.0,378.27416610717773,0.737429746274986,1.9931730447363751
Arborio,../data/Arborio/Arborio (8385).jpg,155.67591986382087,155.99698834620924,160.91855440618045,10230.21957596739,10287.06127153751,10822.025316333722,-0.8262292698144974,-0.8232025193457195,-0.8340240099730284,1.7663581459357938,1.7641856866835286,1.7720691383501204,8.598369859185452,8.59803454794638,8.603425163466405,141.18714904785156,72.07635498046875,7794.5,371.26197350025177,0.7106196094328406,1.958855287370046
Arborio,../data/Arborio/Arborio (8464).jpg,180.07643935159308,180.6080212409167,183.73882057015092,4968.9828378528055,5007.399594687084,5088.393356015317,-1.9979178155117188,-1.9935245303511862,-2.011658920176865,5.287366747091292,5.2762220584935005,5.321298219396333,8.741531644883601,8.74128417835552,8.745297808506177,137.5596466064453,68.86468505859375,7301.0,353.3036036491394,0.7350147899878513,1.9975354056930954
Arborio,../data/Arborio/Arborio (14516).jpg,122.29567682494685,121.9661233167966,125.75237420269312,11457.766012493716,11405.985953716896,12028.872345532545,-0.23043530905698165,-0.22892160310435883,-0.2352923365308239,1.102809182516034,1.1035286231897767,1.1003996186174598,8.300857677262826,8.300482385272623,8.30663951569791,144.3907928466797,64.82415008544922,7213.0,361.0782079696655,0.695221572122952,2.2274228455960956
Arborio,../data/Arborio/Arborio (11777).jpg,138.34336952945048,138.8580125041132,141.7459690687726,9244.397562979933,9317.134989271317,9676.67123663083,-0.6968557412394457,-0.695639830320839,-0.6980287886778409,1.5513467563986578,1.550938967394104,1.551632385550642,8.325778994167303,8.325721407764801,8.327736168892834,117.7614517211914,68.18802642822266,6217.0,317.2792184352875,0.7760817614605797,1.727010706859974
Arborio,../data/Arborio/Arborio (6613).jpg,139.10278436018956,139.53332345971563,142.94920023696682,11293.952705517482,11359.3620412058,11844.361311564173,-0.5174372107773338,-0.5159564023192746,-0.5204315423465737,1.3097165092976688,1.3098490911577207,1.3098595092980347,8.362051103526358,8.36291607392147,8.367504374629158,130.2826385498047,68.97850799560547,6900.5,338.3502861261368,0.7574558569416896,1.8887424842257363
Arborio,../data/Arborio/Arborio (1598).jpg,162.0880245649949,161.9709021786811,167.5272700687235,9749.731687265958,9742.901770658511,10278.539942116126,-0.9698358957636503,-0.967809405841857,-0.9780157879417062,2.0208199626417236,2.01906649176384,2.028704207932371,8.523706080564244,8.523621067318025,8.530118158135785,133.24134826660156,69.54086303710938,6986.0,353.9898953437805,0.7005783542852156,1.9160151664424907
Arborio,../data/Arborio/Arborio (2755).jpg,140.9843103072565,140.68239267814337,144.00806275877096,12916.82193731578,12842.15811447557,13395.978361664396,-0.4041979514478951,-0.40385337636265306,-0.4077250210239595,1.2059635703104494,1.2061966388757397,1.2052290593175121,8.630250115951847,8.631968943416084,8.63491429817265,153.9113006591797,78.33985900878906,9352.5,395.3208485841751,0.7520351553641833,1.9646614457387797
Arborio,../data/Arborio/Arborio (9437).jpg,149.08020016229375,149.51041384906682,151.47349202055722,9952.66695175869,10020.61505249305,10207.871964354345,-0.764332412671416,-0.7617790397022233,-0.7671613609352268,1.676009788042933,1.6752037708493364,1.677401473462839,8.547196733412399,8.546937168218388,8.551463449876762,140.4486541748047,69.30472564697266,7550.0,362.8771975040436,0.7205057614804194,2.026537914459513
Arborio,../data/Arborio/Arborio (13985).jpg,113.13600654664485,114.23551554828151,119.1950900163666,11139.562680615341,11361.968918678564,12314.028060998444,-0.12163748972875707,-0.12038046949792158,-0.1208632722011078,1.0359815487263233,1.0371518371081547,1.0372045878453886,8.097273546660563,8.097257875011186,8.101754549482669,133.8765869140625,60.1973991394043,6257.5,328.06601536273956,0.7306144119073068,2.223959653207491
Arborio,../data/Arborio/Arborio (4454).jpg,166.6518086980084,166.6965180869801,169.17965045386805,9003.205412322703,9019.567836406291,9159.309278349569,-1.1251345489223683,-1.1226539623783238,-1.1308912329433634,2.342443125891426,2.3395520010793662,2.3505140110159215,8.63419264513122,8.633909451938502,8.64038450117218,139.4786376953125,70.27094268798828,7534.0,366.81832242012024,0.7036123264242461,1.984869312407192
Arborio,../data/Arborio/Arborio (8346).jpg,178.79982866933182,178.7691319246145,188.75556824671617,4735.7663277833235,4725.257522318975,5159.622720279608,-2.0516464521009365,-2.050451675939975,-2.0657654286534823,5.538749569184766,5.535669080931904,5.575842817279048,8.722679530498809,8.72336011707127,8.728005670567118,134.43321228027344,69.3987808227539,7148.5,350.2325359582901,0.7323384018659865,1.9371120167603373
Arborio,../data/Arborio/Arborio (7239).jpg,154.22048558421852,154.18786039453718,160.54719271623674,11197.089018884086,11195.575330626943,12018.19162717227,-0.7329699167818772,-0.7315022541285496,-0.7344498995199704,1.5869869124840585,1.5864201493279322,1.5888865424851029,8.413993067785045,8.41421550518012,8.420426522034706,125.58345794677734,70.32361602783203,6736.0,337.90663504600525,0.7413418260003114,1.7857935220093786
Arborio,../data/Arborio/Arborio (8277).jpg,191.3018257892735,191.4357170026626,185.0093191327501,7033.4849757459915,7051.488925893286,6593.781389000094,-1.7021024750329448,-1.7010916532854852,-1.6907973915134156,4.113732974269906,4.110891622686025,4.095150259706033,8.400625196816602,8.400283516173754,8.400688335482803,113.18777465820312,61.26258087158203,5386.5,301.66399443149567,0.7438229490280126,1.8475841704329456
Arborio,../data/Arborio/Arborio (14071).jpg,146.84313725490196,147.41023682200154,150.3217468805704,10706.784917888723,10777.80343989808,11107.49248098202,-0.6802150290692177,-0.6790040002694218,-0.6857079715569447,1.5112296973029675,1.510954108477785,1.51357602394751,8.57142492848715,8.572679956168587,8.577998553010673,137.4518585205078,75.55474090576172,8013.0,363.0782079696655,0.7638439449049651,1.8192353897679223
Arborio,../data/Arborio/Arborio (7818).jpg,215.12374886260235,212.9842714155726,218.9660730534252,2306.3668518241,2279.4476922970603,2332.6962361974447,-3.8317633230243895,-3.816192784903463,-3.8606364845196808,16.987337405568667,16.90117899649356,17.151931248718835,8.903494369665673,8.902889831716667,8.905325491686977,144.24273681640625,71.6593017578125,7848.5,374.71781718730927,0.702405396509101,2.012896208560677
Arborio,../data/Arborio/Arborio (5261).jpg,131.09333120612635,136.02839821314615,146.1735800893427,10174.39859624193,10937.442397115195,12464.53081443248,-0.4942840350713663,-0.4940110783117242,-0.49810619099086223,1.2894178766843585,1.2891705478291906,1.2909540824222843,8.285459828153398,8.286843528432263,8.295670566894952,130.69236755371094,65.21656036376953,6416.5,338.3502861261368,0.7043280205878344,2.003975168649279
Arborio,../data/Arborio/Arborio (10916).jpg,161.8,158.2876006441224,147.44122383252818,12259.67690821256,11754.377511312334,10190.390506714793,-0.7334379968931276,-0.733681688682618,-0.7324141431320673,1.583439890183153,1.5841164719760328,1.5868577685729457,8.359332083896499,8.35800000383221,8.358634379439682,127.77167510986328,64.24810028076172,6352.5,331.3208485841751,0.7272052535912362,1.9887230058399548
